freq,unit,na_item,geo,2020,2021,2022,2023,2024,2025
A,CLV_I10_HAB,B1GQ,LV,141.851,152.996,155.794,154.712,156.02,
A,CLV_I10_HAB,B1GQ,ME,107.334,121.636,131.357,139.881,144.308,
A,CLV_I10_HAB,B1GQ,MK,125.134,132.354,136.406,140.189,144.66,
A,CLV_I10_HAB,B1GQ,MT,134.325,151.421,151.325,160.874,167.388,
A,CLV_I10_HAB,B1GQ,NL,105.43,111.466,115.936,114.108,114.592,116.107
A,CLV_I10_HAB,B1GQ,NO,103.414,106.88,109.359,108.189,109.427,
A,CLV_I10_HAB,B1GQ,PL,140.929,151.478,156.035,157.043,162.251,
A,CLV_I10_HAB,B1GQ,PT,99.558,104.861,111.531,113.8,114.969,
A,CLV_I10_HAB,B1GQ,RO,141.458,150.576,157.599,161.057,162.611,
A,CLV_I10_HAB,B1GQ,RS,120.389,131.191,138.172,144.244,150.777,
A,CLV_I10_HAB,B1GQ,SE,107.08,112.001,112.207,111.215,111.929,
A,CLV_I10_HAB,B1GQ,SI,111.574,120.682,123.805,126.08,127.881,
A,CLV_I10_HAB,B1GQ,SK,122.535,129.937,130.25,132.994,135.538,
A,CLV_I10_HAB,B1GQ,TR,139.616,154.584,161.532,169.624,175.327,
A,CLV_I10_HAB,B1GQ,UK,,,,,,
A,CLV_I10_HAB,P3,AL,120.957,127.227,135.777,,,
A,CLV_I10_HAB,P3,AT,95.259,100.358,102.936,102.082,103.374,
A,CLV_I10_HAB,P3,BE,99.862,104.542,107.343,108.114,109.575,
A,CLV_I10_HAB,P3,BG,141.067,151.378,159.967,162.153,169.788,
A,CLV_I10_HAB,P3,CH,100.737,102.317,105.289,105.18,106.27,
A,CLV_I10_HAB,P3,CY,98.767,102.841,110.113,113.931,115.968,
A,CLV_I10_HAB,P3,CZ,114.691,118.529,116.239,113.905,116.74,
A,CLV_I10_HAB,P3,DE,108.354,111.045,115.524,113.874,114.828,116.407
A,CLV_I10_HAB,P3,DK,105.973,111.191,107.735,105.258,105.77,
A,CLV_I10_HAB,P3,EA,100.286,104.78,108.537,108.942,110.17,
A,CLV_I10_HAB,P3,EA12,99.759,104.189,107.947,108.138,109.274,
A,CLV_I10_HAB,P3,EA19,100.286,104.78,108.537,108.695,109.889,
A,CLV_I10_HAB,P3,EA20,100.443,104.974,108.758,108.942,110.17,
A,CLV_I10_HAB,P3,EA21,100.855,105.429,109.257,109.462,110.728,
A,CLV_I10_HAB,P3,EE,139.972,148.513,150.761,145.79,145.672,
A,CLV_I10_HAB,P3,EL,86.153,90.347,97.258,99.896,101.379,
A,CLV_I10_HAB,P3,ES,93.765,99.512,102.325,103.647,105.695,
A,CLV_I10_HAB,P3,EU27_2020,103.664,108.517,112.005,112.225,113.852,
A,CLV_I10_HAB,P3,FI,103.109,106.562,106.662,107.519,107.251,
A,CLV_I10_HAB,P3,FR,99.991,105.201,108.065,108.762,109.755,
A,CLV_I10_HAB,P3,HR,116.838,127.764,135.515,141.048,149.57,
A,CLV_I10_HAB,P3,HU,131.312,137.564,146.242,145.48,150.949,
A,CLV_I10_HAB,P3,IE,105.563,113.002,120.01,123.718,125.996,
A,CLV_I10_HAB,P3,IS,109.857,114.848,118.393,116.828,116.085,
A,CLV_I10_HAB,P3,IT,90.572,95.503,99.638,100.371,101.069,
A,CLV_I10_HAB,P3,LT,137.665,146.532,148.019,145.81,148.956,
A,CLV_I10_HAB,P3,LU,99.215,106.378,109.986,111.182,113.622,
A,CLV_I10_HAB,P3,LV,138.111,148.828,154.271,154.602,155.906,
A,CLV_I10_HAB,P3,ME,116.52,121.176,134.807,143.314,155.746,
A,CLV_I10_HAB,P3,MK,120.652,130.685,135.85,137.727,140.504,
A,CLV_I10_HAB,P3,MT,118.827,128.915,133.83,141.741,147.45,
A,CLV_I10_HAB,P3,NL,99.565,103.538,107.502,108.006,109.462,110.908
A,CLV_I10_HAB,P3,NO,103.723,107.851,112.858,112.028,112.947,
A,CLV_I10_HAB,P3,PL,131.255,139.716,142.232,144.064,150.837,
A,CLV_I10_HAB,P3,PT,98.031,102.355,106.528,107.823,109.472,
A,CLV_I10_HAB,P3,RO,147.816,156.829,163.696,168.21,176.246,
A,CLV_I10_HAB,P3,RS,110.411,119.142,125.824,126.431,133.396,
A,CLV_I10_HAB,P3,SE,103.981,108.348,109.353,107.889,108.383,
A,CLV_I10_HAB,P3,SI,104.624,114.585,117.514,117.518,122.753,
A,CLV_I10_HAB,P3,SK,118.655,122.945,125.999,122.445,126.856,
A,CLV_I10_HAB,P3,TR,132.438,148.55,167.783,182.913,189.365,
A,CLV_I10_HAB,P3,UK,,,,,,
A,CLV_I10_HAB,P31_S13,AL,123.166,133.757,137.631,,,
A,CLV_I10_HAB,P31_S13,AT,100.817,111.624,110.137,108.956,112.227,
A,CLV_I10_HAB,P31_S13,BE,102.695,107.479,110.378,113.235,114.688,
A,CLV_I10_HAB,P31_S13,BG,145.597,152.828,160.521,163.419,170.42,
A,CLV_I10_HAB,P31_S13,CH,106.265,111.934,106.498,107.895,107.366,
A,CLV_I10_HAB,P31_S13,CY,133.743,150.37,153.499,153.394,157.156,
A,CLV_I10_HAB,P31_S13,CZ,122.652,127.627,125.086,128.017,132.496,
A,CLV_I10_HAB,P31_S13,DE,123.104,128.11,129.437,125.625,129.019,131.624
A,CLV_I10_HAB,P31_S13,DK,101.432,107.045,103.051,101.722,101.259,
A,CLV_I10_HAB,P31_S13,EA,109.268,115.395,116.632,117.115,119.191,
A,CLV_I10_HAB,P31_S13,EA12,108.977,115.059,116.284,116.565,118.56,
A,CLV_I10_HAB,P31_S13,EA19,109.268,115.395,116.632,116.892,118.927,
A,CLV_I10_HAB,P31_S13,EA20,109.438,115.576,116.827,117.115,119.191,
A,CLV_I10_HAB,P31_S13,EA21,109.835,116.004,117.298,117.609,119.716,
A,CLV_I10_HAB,P31_S13,EE,127.469,134.467,133.843,129.463,130.957,
A,CLV_I10_HAB,P31_S13,EL,85.591,88.682,90.243,93.676,91.048,
A,CLV_I10_HAB,P31_S13,ES,108.034,112.917,111.354,114.867,117.927,
A,CLV_I10_HAB,P31_S13,EU27_2020,110.603,116.805,117.614,118.16,120.494,
A,CLV_I10_HAB,P31_S13,FI,110.237,114.637,113.782,119.856,120.347,
A,CLV_I10_HAB,P31_S13,FR,102.971,111.198,113.781,114.513,115.738,
A,CLV_I10_HAB,P31_S13,HR,127.581,133.09,135.862,142.762,155.078,
A,CLV_I10_HAB,P31_S13,HU,103.608,106.575,112.563,115.679,117.437,
A,CLV_I10_HAB,P31_S13,IE,124.259,130.987,133.978,141.644,145.077,
A,CLV_I10_HAB,P31_S13,IS,102.314,103.257,102.629,102.452,102.387,
A,CLV_I10_HAB,P31_S13,IT,98.946,103.721,104.466,106.193,105.895,
A,CLV_I10_HAB,P31_S13,LT,104.632,105.432,106.901,105.477,106.239,
A,CLV_I10_HAB,P31_S13,LU,114.427,118.364,120.905,118.711,123.011,
A,CLV_I10_HAB,P31_S13,LV,119.696,126.232,119.117,126.126,125.412,
A,CLV_I10_HAB,P31_S13,ME,115.64,117.328,117.666,123.098,124.838,
A,CLV_I10_HAB,P31_S13,MT,177.114,189.823,179.618,180.121,192.66,
A,CLV_I10_HAB,P31_S13,NL,102.434,107.133,106.82,107.367,109.45,111.548
A,CLV_I10_HAB,P31_S13,NO,98.031,101.673,103.542,105.24,106.593,
A,CLV_I10_HAB,P31_S13,PL,135.545,148.609,143.602,149.956,165.494,
A,CLV_I10_HAB,P31_S13,PT,98.861,106.924,110.907,112.222,114.97,
A,CLV_I10_HAB,P31_S13,RO,103.539,105.784,110.07,113.76,109.857,
A,CLV_I10_HAB,P31_S13,RS,115.231,117.083,127.498,127.117,131.599,
A,CLV_I10_HAB,P31_S13,SE,97.455,100.267,99.082,98.359,98.435,
A,CLV_I10_HAB,P31_S13,SI,110.207,117.44,118.09,116.918,128.731,
A,CLV_I10_HAB,P31_S13,SK,118.502,129.697,137.74,135.9,137.28,
A,CLV_I10_HAB,P31_S13,TR,144.476,153.378,154.047,168.011,180.51,
A,CLV_I10_HAB,P31_S13,UK,,,,,,
A,CLV_I10_HAB,P31_S14,AL,116.995,123.335,132.418,,,
A,CLV_I10_HAB,P31_S14,AT,92.604,96.572,100.923,99.605,99.967,
A,CLV_I10_HAB,P31_S14,BE,99.278,104.294,107.154,107.323,108.862,
A,CLV_I10_HAB,P31_S14,BG,138.717,151.668,158.66,160.84,168.97,
A,CLV_I10_HAB,P31_S14,CH,99.52,100.845,105.05,104.852,106.171,
A,CLV_I10_HAB,P31_S14,CY,96.436,99.262,107.842,112.171,114.757,
A,CLV_I10_HAB,P31_S14,CZ,113.776,118.459,116.054,111.607,113.942,
A,CLV_I10_HAB,P31_S14,DE,103.326,105.603,111.87,110.129,110.364,111.89
A,CLV_I10_HAB,P31_S14,DK,109.557,115.417,111.652,107.925,108.548,
A,CLV_I10_HAB,P31_S14,EA,97.278,101.753,106.658,106.71,107.577,
A,CLV_I10_HAB,P31_S14,EA12,96.658,101.05,105.941,105.775,106.544,
A,CLV_I10_HAB,P31_S14,EA19,97.278,101.753,106.658,106.461,107.295,
A,CLV_I10_HAB,P31_S14,EA20,97.428,101.95,106.885,106.71,107.577,
A,CLV_I10_HAB,P31_S14,EA21,97.843,102.421,107.392,107.239,108.148,
A,CLV_I10_HAB,P31_S14,EE,142.469,152.632,157.276,150.972,149.947,
A,CLV_I10_HAB,P31_S14,EL,85.29,90.194,99.303,101.962,104.635,
A,CLV_I10_HAB,P31_S14,ES,90.031,96.546,100.32,100.801,102.782,
A,CLV_I10_HAB,P31_S14,EU27_2020,101.19,106.171,110.826,110.562,111.856,
A,CLV_I10_HAB,P31_S14,FI,102.253,105.573,106.128,105.677,104.586,
A,CLV_I10_HAB,P31_S14,FR,98.416,103.08,105.961,106.332,107.155,
A,CLV_I10_HAB,P31_S14,HR,112.785,126.139,135.529,139.793,147.613,
A,CLV_I10_HAB,P31_S14,HU,131.856,139.382,149.56,145.731,154.973,
A,CLV_I10_HAB,P31_S14,IE,98.716,106.602,115.794,118.57,119.566,
A,CLV_I10_HAB,P31_S14,IS,113.585,121.319,127.811,125.263,124.044,
A,CLV_I10_HAB,P31_S14,IT,88.951,94.57,99.809,100.358,100.934,
A,CLV_I10_HAB,P31_S14,LT,146.178,158.192,159.801,157.319,161.233,
A,CLV_I10_HAB,P31_S14,LU,92.529,100.981,105.034,106.779,108.546,
A,CLV_I10_HAB,P31_S14,LV,135.78,147.843,155.515,154.852,156.46,
A,CLV_I10_HAB,P31_S14,ME,114.637,121.196,137.927,147.612,163.089,
A,CLV_I10_HAB,P31_S14,MK,119.657,131.345,138.999,141.531,144.813,
A,CLV_I10_HAB,P31_S14,MT,105.431,116.168,124.092,134.889,138.942,
A,CLV_I10_HAB,P31_S14,NL,97.123,100.913,107.04,106.734,107.223,108.13
A,CLV_I10_HAB,P31_S14,NO,102.421,107.095,113.998,111.149,111.799,
A,CLV_I10_HAB,P31_S14,PL,130.765,139.66,143.533,143.695,148.298,
A,CLV_I10_HAB,P31_S14,PT,98.354,103.01,108.076,109.462,111.501,
A,CLV_I10_HAB,P31_S14,RO,152.531,165.084,174.976,179.062,189.371,
A,CLV_I10_HAB,P31_S14,RS,109.516,119.0,126.342,127.82,135.168,
A,CLV_I10_HAB,P31_S14,SE,106.59,112.001,114.023,111.231,111.575,
A,CLV_I10_HAB,P31_S14,SI,104.05,115.441,119.505,118.879,122.994,
A,CLV_I10_HAB,P31_S14,SK,120.541,124.622,130.227,126.098,130.811,
A,CLV_I10_HAB,P31_S14,TR,130.86,149.832,172.629,190.573,198.8,
A,CLV_I10_HAB,P31_S14,UK,,,,,,
A,CLV_I10_HAB,P31_S14_S15,AL,117.496,123.981,133.04,,,
A,CLV_I10_HAB,P31_S14_S15,AT,93.703,97.93,102.031,100.929,101.396,
A,CLV_I10_HAB,P31_S14_S15,BE,99.233,104.338,107.307,107.538,109.074,
A,CLV_I10_HAB,P31_S14_S15,BG,139.359,152.399,159.55,161.716,169.849,
A,CLV_I10_HAB,P31_S14_S15,CH,100.05,101.476,105.519,105.407,106.719,
A,CLV_I10_HAB,P31_S14_S15,CY,96.699,99.747,108.199,112.573,115.218,
A,CLV_I10_HAB,P31_S14_S15,CZ,114.445,119.245,116.995,112.72,115.298,
A,CLV_I10_HAB,P31_S14_S15,DE,103.196,105.397,111.554,109.816,110.092,111.565
A,CLV_I10_HAB,P31_S14_S15,DK,109.324,114.977,111.475,107.882,108.414,
A,CLV_I10_HAB,P31_S14_S15,EA,97.414,101.873,106.754,106.855,107.758,
A,CLV_I10_HAB,P31_S14_S15,EA12,96.797,101.171,106.036,105.917,106.724,
A,CLV_I10_HAB,P31_S14_S15,EA19,97.414,101.873,106.754,106.604,107.475,
A,CLV_I10_HAB,P31_S14_S15,EA20,97.566,102.072,106.982,106.855,107.758,
A,CLV_I10_HAB,P31_S14_S15,EA21,97.982,102.543,107.49,107.384,108.329,
A,CLV_I10_HAB,P31_S14_S15,EE,143.928,154.118,158.4,152.375,151.543,
A,CLV_I10_HAB,P31_S14_S15,EL,85.529,90.374,99.306,101.885,104.509,
A,CLV_I10_HAB,P31_S14_S15,ES,90.424,96.844,100.664,101.254,103.291,
A,CLV_I10_HAB,P31_S14_S15,EU27_2020,101.289,106.238,110.882,110.68,112.006,
A,CLV_I10_HAB,P31_S14_S15,FI,101.919,104.977,105.586,104.929,103.924,
A,CLV_I10_HAB,P31_S14_S15,FR,98.517,103.217,106.239,106.685,107.536,
A,CLV_I10_HAB,P31_S14_S15,HR,113.372,126.671,136.054,140.411,148.405,
A,CLV_I10_HAB,P31_S14_S15,HU,133.576,141.136,151.975,148.709,157.545,
A,CLV_I10_HAB,P31_S14_S15,IE,97.91,105.492,114.465,117.309,118.82,
A,CLV_I10_HAB,P31_S14_S15,IS,113.352,120.753,126.869,124.444,123.283,
A,CLV_I10_HAB,P31_S14_S15,IT,88.909,94.578,99.763,100.372,100.975,
A,CLV_I10_HAB,P31_S14_S15,LT,146.194,158.092,159.696,157.28,161.251,
A,CLV_I10_HAB,P31_S14_S15,LU,92.704,101.682,106.054,108.029,109.758,
A,CLV_I10_HAB,P31_S14_S15,LV,135.707,147.887,155.257,154.234,155.752,
A,CLV_I10_HAB,P31_S14_S15,ME,116.462,123.115,140.014,149.982,165.507,
A,CLV_I10_HAB,P31_S14_S15,MK,119.889,131.75,139.413,142.02,145.329,
A,CLV_I10_HAB,P31_S14_S15,MT,106.613,117.385,125.307,135.8,140.159,
A,CLV_I10_HAB,P31_S14_S15,NL,97.613,101.434,107.441,107.167,107.674,108.594
A,CLV_I10_HAB,P31_S14_S15,NO,103.121,107.797,115.2,112.482,113.018,
A,CLV_I10_HAB,P31_S14_S15,PL,130.746,139.577,143.635,143.84,148.568,
A,CLV_I10_HAB,P31_S14_S15,PT,98.471,103.064,108.175,109.64,111.675,
A,CLV_I10_HAB,P31_S14_S15,RO,150.504,162.309,171.921,176.15,186.295,
A,CLV_I10_HAB,P31_S14_S15,RS,109.931,119.533,126.84,128.26,135.665,
A,CLV_I10_HAB,P31_S14_S15,SE,106.217,111.549,113.435,110.849,111.214,
A,CLV_I10_HAB,P31_S14_S15,SI,104.028,115.472,119.923,119.269,123.453,
A,CLV_I10_HAB,P31_S14_S15,SK,120.726,124.884,130.64,126.818,131.235,
A,CLV_I10_HAB,P31_S14_S15,TR,131.221,150.226,172.939,190.991,199.314,
A,CLV_I10_HAB,P31_S14_S15,UK,,,,,,
A,CLV_I10_HAB,P31_S15,AL,177.539,202.509,207.839,,,
A,CLV_I10_HAB,P31_S15,AT,131.816,145.058,140.513,146.858,150.932,
A,CLV_I10_HAB,P31_S15,BE,96.733,105.913,114.01,117.372,118.736,
A,CLV_I10_HAB,P31_S15,BG,232.684,260.879,302.336,300.093,305.589,
A,CLV_I10_HAB,P31_S15,CH,112.87,116.763,116.832,118.82,119.959,
A,CLV_I10_HAB,P31_S15,CY,115.927,135.296,134.255,141.926,148.933,
A,CLV_I10_HAB,P31_S15,CZ,166.595,180.249,189.689,200.15,223.776,
A,CLV_I10_HAB,P31_S15,DE,98.615,98.476,101.274,99.623,100.978,100.747
A,CLV_I10_HAB,P31_S15,DK,101.994,101.565,105.698,106.171,103.965,
A,CLV_I10_HAB,P31_S15,EA,102.818,106.656,110.623,112.64,115.019,
A,CLV_I10_HAB,P31_S15,EA12,102.234,105.959,109.853,111.506,113.863,
A,CLV_I10_HAB,P31_S15,EA19,102.818,106.656,110.623,112.319,114.646,
A,CLV_I10_HAB,P31_S15,EA20,103.056,106.921,110.914,112.64,115.019,
A,CLV_I10_HAB,P31_S15,EA21,103.506,107.415,111.47,113.216,115.615,
A,CLV_I10_HAB,P31_S15,EE,198.759,209.817,199.884,204.404,211.066,
A,CLV_I10_HAB,P31_S15,EL,98.168,99.954,99.709,98.297,98.448,
A,CLV_I10_HAB,P31_S15,ES,113.808,114.445,120.93,127.797,133.28,
A,CLV_I10_HAB,P31_S15,EU27_2020,105.211,108.945,113.175,115.39,118.064,
A,CLV_I10_HAB,P31_S15,FI,94.237,91.06,92.905,87.758,88.683,
A,CLV_I10_HAB,P31_S15,FR,101.053,106.619,112.941,115.166,116.721,
A,CLV_I10_HAB,P31_S15,HR,148.326,158.147,167.145,176.982,195.12,
A,CLV_I10_HAB,P31_S15,HU,191.377,200.097,233.618,251.496,245.339,
A,CLV_I10_HAB,P31_S15,IE,68.434,64.874,65.814,71.31,94.992,
A,CLV_I10_HAB,P31_S15,IS,105.331,106.313,105.62,105.442,105.356,
A,CLV_I10_HAB,P31_S15,IT,84.342,95.552,94.605,102.104,105.768,
A,CLV_I10_HAB,P31_S15,LT,150.528,133.228,133.465,148.734,167.875,
A,CLV_I10_HAB,P31_S15,LU,95.453,111.623,120.73,126.276,127.417,
A,CLV_I10_HAB,P31_S15,LV,132.802,150.105,143.852,126.736,124.159,
A,CLV_I10_HAB,P31_S15,ME,947.652,996.976,1091.106,1227.837,1268.363,
A,CLV_I10_HAB,P31_S15,MK,141.482,169.17,177.828,186.89,192.562,
A,CLV_I10_HAB,P31_S15,MT,148.24,160.305,168.26,168.48,183.454,
A,CLV_I10_HAB,P31_S15,NL,130.102,136.013,133.368,135.379,137.238,139.149
A,CLV_I10_HAB,P31_S15,NO,117.261,121.994,139.028,138.849,137.175,
A,CLV_I10_HAB,P31_S15,PL,129.425,134.356,149.575,152.401,164.526,
A,CLV_I10_HAB,P31_S15,PT,103.084,105.207,112.117,116.662,118.564,
A,CLV_I10_HAB,P31_S15,RO,67.66,55.828,55.757,63.731,67.531,
A,CLV_I10_HAB,P31_S15,RS,143.15,162.588,167.114,163.992,176.034,
A,CLV_I10_HAB,P31_S15,SE,92.982,95.753,93.336,97.246,98.292,
A,CLV_I10_HAB,P31_S15,SI,102.76,117.115,143.119,140.938,148.983,
A,CLV_I10_HAB,P31_S15,SK,137.521,146.826,162.755,179.126,164.091,
A,CLV_I10_HAB,P31_S15,TR,221.569,249.13,248.796,297.76,333.783,
A,CLV_I10_HAB,P31_S15,UK,,,,,,
A,CLV_I10_HAB,P32_S13,AL,165.092,163.441,169.983,,,
A,CLV_I10_HAB,P32_S13,AT,96.785,98.114,97.42,98.788,102.532,
A,CLV_I10_HAB,P32_S13,BE,98.675,100.717,102.368,102.786,103.808,
A,CLV_I10_HAB,P32_S13,BG,148.067,144.107,162.397,163.991,169.034,
A,CLV_I10_HAB,P32_S13,CH,100.598,99.297,101.875,100.234,101.141,
A,CLV_I10_HAB,P32_S13,CY,84.249,85.036,88.289,91.699,88.86,
A,CLV_I10_HAB,P32_S13,CZ,106.269,104.294,102.108,103.844,106.183,
A,CLV_I10_HAB,P32_S13,DE,121.968,124.398,122.052,124.441,126.449,127.111
A,CLV_I10_HAB,P32_S13,DK,95.958,97.789,95.834,97.243,99.781,
A,CLV_I10_HAB,P32_S13,EA,105.532,107.677,108.005,110.331,112.464,
A,CLV_I10_HAB,P32_S13,EA12,105.216,107.365,107.83,109.967,112.019,
A,CLV_I10_HAB,P32_S13,EA19,105.532,107.677,108.005,110.061,112.164,
A,CLV_I10_HAB,P32_S13,EA20,105.711,107.871,108.226,110.331,112.464,
A,CLV_I10_HAB,P32_S13,EA21,106.139,108.287,108.741,110.859,113.018,
A,CLV_I10_HAB,P32_S13,EE,131.012,132.768,128.337,128.262,129.723,
A,CLV_I10_HAB,P32_S13,EL,89.993,91.11,90.582,92.809,90.956,
A,CLV_I10_HAB,P32_S13,ES,97.56,99.775,101.49,105.01,105.74,
A,CLV_I10_HAB,P32_S13,EU27_2020,108.417,110.492,110.746,113.246,115.78,
A,CLV_I10_HAB,P32_S13,FI,97.249,101.366,100.141,100.592,103.636,
A,CLV_I10_HAB,P32_S13,FR,104.168,107.097,109.477,111.71,113.233,
A,CLV_I10_HAB,P32_S13,HR,124.604,128.494,132.835,143.629,151.139,
A,CLV_I10_HAB,P32_S13,HU,148.758,152.438,153.837,159.968,153.663,
A,CLV_I10_HAB,P32_S13,IE,127.37,135.274,135.288,137.703,143.923,
A,CLV_I10_HAB,P32_S13,IS,102.314,103.257,102.629,102.452,102.387,
A,CLV_I10_HAB,P32_S13,IT,91.491,91.581,92.919,93.266,95.937,
A,CLV_I10_HAB,P32_S13,LT,119.43,121.814,122.323,120.417,122.073,
A,CLV_I10_HAB,P32_S13,LU,109.837,112.816,114.22,116.536,119.702,
A,CLV_I10_HAB,P32_S13,LV,166.825,173.146,183.782,183.394,186.081,
A,CLV_I10_HAB,P32_S13,ME,116.843,110.475,115.102,115.92,118.128,
A,CLV_I10_HAB,P32_S13,MT,137.93,140.334,142.117,140.671,148.148,
A,CLV_I10_HAB,P32_S13,NL,103.993,107.245,108.977,113.883,119.504,122.486
A,CLV_I10_HAB,P32_S13,NO,118.985,121.084,119.929,123.854,125.911,
A,CLV_I10_HAB,P32_S13,PL,128.715,129.512,130.493,137.839,147.944,
A,CLV_I10_HAB,P32_S13,PT,93.788,91.601,89.118,89.147,86.623,
A,CLV_I10_HAB,P32_S13,RO,170.136,168.515,160.024,166.974,175.732,
A,CLV_I10_HAB,P32_S13,RS,108.002,117.946,115.946,111.821,118.276,
A,CLV_I10_HAB,P32_S13,SE,107.245,110.053,112.094,115.616,118.223,
A,CLV_I10_HAB,P32_S13,SI,99.575,104.53,101.783,107.391,109.837,
A,CLV_I10_HAB,P32_S13,SK,108.262,108.04,95.955,92.5,98.697,
A,CLV_I10_HAB,P32_S13,TR,126.929,125.067,136.115,126.095,110.069,
A,CLV_I10_HAB,P32_S13,UK,,,,,,
A,CLV_I10_HAB,P3_S13,AL,143.737,148.547,153.721,,,
A,CLV_I10_HAB,P3_S13,AT,99.229,106.487,105.299,105.079,108.527,
A,CLV_I10_HAB,P3_S13,BE,101.187,104.968,107.413,109.373,110.666,
A,CLV_I10_HAB,P3_S13,BG,146.752,148.462,161.348,163.602,169.664,
A,CLV_I10_HAB,P3_S13,CH,103.464,105.697,104.211,104.11,104.289,
A,CLV_I10_HAB,P3_S13,CY,105.707,113.362,116.552,118.439,118.461,
A,CLV_I10_HAB,P3_S13,CZ,114.716,116.419,114.05,116.414,119.876,
A,CLV_I10_HAB,P3_S13,DE,122.656,126.698,126.635,125.228,128.091,129.939
A,CLV_I10_HAB,P3_S13,DK,99.834,104.286,100.921,100.445,100.921,
A,CLV_I10_HAB,P3_S13,EA,107.813,112.408,113.295,114.496,116.595,
A,CLV_I10_HAB,P3_S13,EA12,107.519,112.097,113.031,114.033,116.051,
A,CLV_I10_HAB,P3_S13,EA19,107.813,112.408,113.295,114.258,116.32,
A,CLV_I10_HAB,P3_S13,EA20,107.985,112.591,113.496,114.496,116.595,
A,CLV_I10_HAB,P3_S13,EA21,108.393,113.011,113.981,115.001,117.129,
A,CLV_I10_HAB,P3_S13,EE,129.197,133.967,131.714,129.208,130.69,
A,CLV_I10_HAB,P3_S13,EL,87.821,89.911,90.415,93.237,91.001,
A,CLV_I10_HAB,P3_S13,ES,103.596,107.349,107.175,110.691,112.763,
A,CLV_I10_HAB,P3_S13,EU27_2020,109.76,114.382,114.979,116.287,118.7,
A,CLV_I10_HAB,P3_S13,FI,105.708,110.007,109.024,113.149,114.468,
A,CLV_I10_HAB,P3_S13,FR,103.423,109.773,112.285,113.562,114.895,
A,CLV_I10_HAB,P3_S13,HR,126.135,130.867,134.405,143.202,153.205,
A,CLV_I10_HAB,P3_S13,HU,125.944,129.284,133.295,137.88,135.791,
A,CLV_I10_HAB,P3_S13,IE,125.273,132.38,134.411,140.367,144.712,
A,CLV_I10_HAB,P3_S13,IS,102.314,103.257,102.629,102.452,102.387,
A,CLV_I10_HAB,P3_S13,IT,95.729,98.45,99.458,100.578,101.585,
A,CLV_I10_HAB,P3_S13,LT,110.727,112.125,113.264,111.652,112.744,
A,CLV_I10_HAB,P3_S13,LU,112.631,116.188,118.276,117.915,121.756,
A,CLV_I10_HAB,P3_S13,LV,144.003,150.548,150.959,155.069,155.775,
A,CLV_I10_HAB,P3_S13,ME,116.201,113.965,116.371,119.694,121.65,
A,CLV_I10_HAB,P3_S13,MK,123.538,126.12,121.033,119.974,120.669,
A,CLV_I10_HAB,P3_S13,MT,158.651,166.575,161.945,161.538,171.701,
A,CLV_I10_HAB,P3_S13,NL,102.973,107.214,107.543,109.458,112.643,115.015
A,CLV_I10_HAB,P3_S13,NO,104.492,107.691,108.674,111.041,112.607,
A,CLV_I10_HAB,P3_S13,PL,132.339,139.644,137.448,144.268,157.256,
A,CLV_I10_HAB,P3_S13,PT,96.57,100.004,101.067,101.802,102.168,
A,CLV_I10_HAB,P3_S13,RO,134.863,135.45,134.17,139.383,141.148,
A,CLV_I10_HAB,P3_S13,RS,111.697,117.447,122.015,119.818,125.267,
A,CLV_I10_HAB,P3_S13,SE,99.991,102.806,102.41,102.752,103.451,
A,CLV_I10_HAB,P3_S13,SI,105.863,112.156,111.403,113.096,121.01,
A,CLV_I10_HAB,P3_S13,SK,112.957,117.568,113.812,110.948,115.324,
A,CLV_I10_HAB,P3_S13,TR,137.382,141.738,146.838,150.092,148.942,
A,CLV_I10_HAB,P3_S13,UK,,,,,,
A,CLV_I10_HAB,P41,AL,117.942,124.73,133.413,,,
A,CLV_I10_HAB,P41,AT,95.075,100.63,103.604,102.487,103.493,
A,CLV_I10_HAB,P41,BE,100.022,105.053,108.005,108.822,110.34,
A,CLV_I10_HAB,P41,BG,140.235,152.473,159.704,161.97,169.944,
A,CLV_I10_HAB,P41,CH,100.723,102.603,105.616,105.668,106.777,
A,CLV_I10_HAB,P41,CY,100.704,105.245,113.089,116.96,119.726,
A,CLV_I10_HAB,P41,CZ,116.08,120.916,118.609,115.623,118.538,
A,CLV_I10_HAB,P41,DE,106.838,109.567,114.811,112.692,113.527,115.209
A,CLV_I10_HAB,P41,DK,107.191,112.839,109.193,106.227,106.486,
A,CLV_I10_HAB,P41,EA,99.648,104.428,108.6,108.772,109.892,
A,CLV_I10_HAB,P41,EA12,99.1,103.805,107.96,107.916,108.944,
A,CLV_I10_HAB,P41,EA19,99.648,104.428,108.6,108.528,109.614,
A,CLV_I10_HAB,P41,EA20,99.802,104.622,108.821,108.772,109.892,
A,CLV_I10_HAB,P41,EA21,100.211,105.081,109.319,109.291,110.451,
A,CLV_I10_HAB,P41,EE,141.266,150.848,154.131,148.409,148.051,
A,CLV_I10_HAB,P41,EL,85.597,90.211,98.152,100.845,102.779,
A,CLV_I10_HAB,P41,ES,93.284,99.453,102.396,103.458,105.657,
A,CLV_I10_HAB,P41,EU27_2020,103.075,108.269,112.154,112.095,113.611,
A,CLV_I10_HAB,P41,FI,103.833,107.205,107.469,108.375,107.727,
A,CLV_I10_HAB,P41,FR,99.479,104.971,107.895,108.402,109.333,
